Page no.,Page URL,Date Sent,Location,Cost,Weight,Paid/Forwarded/Due,Transcriber's Note
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,1/9/1750-1,Trenton,1,1:8,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,1/23/1750/1,Boston,27:4:1:0,266,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,1/23/1750/1,Rhode Island,6,42,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,1/23/1750/1,New York,13:3:0:1,75:16,Pd. 3 dwt.,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,1/23/1750/1,Brunswick,1,2,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/4/1750/1,Williamsburg,2:1:0:2,95,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/4/1750/1,Newport,1,5,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/4/1750/1,Boyd's Hole,1,5,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/4/1750/1,Annapolis,6:1:3:0,63,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/6/1750/1,Boston,30:6:1:0,318,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/6/1750/1,Rhode Island,6,42,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/6/1750/1,New London,6:1:1:0,66,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/6/1750/1,New York,13:7:0:1,103,forwdd. 14 dwt. pd. 3 dwt.,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/6/1750/1,Amboy,3:1:,10:16,pd. 2 dwt.,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/6/1750/1,Brunswick,1,2,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/20/1750/1,Boston,17:0:0:0,120,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/20/1750/1,Rhode Island,2,14,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/20/1750/1,New London,4,24,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/20/1750/1,New York,19:4:0:0,81,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/20/1750/1,Amboy,1,2,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,2/20/1750/1,Brunswick,3,6,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,3/6/1750/1,Boston,13:2:0:0,124:16,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,3/6/1750/1,New York,36:5:0:3,183:8,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,3/6/1750/1,Rhode Island,10,70:,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,3/6/1750/1,Amboy,1:1,6,,
242,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-242,3/6/1750/1,Brunswick,0:1,4,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/15/1750/1,Williamsburg,3:2:0:0,36:8,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/15/1750/1,Boyd's Hole,1,4:,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/15/1750/1,Annapolis,11:3,64:,forwdd. 13 dwt.,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/15/1750/1,New Castle,1,7,forwdd.,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/15/1750/1,Chester,1,8,forwdd.,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/21/1751,Boston,22:2:0:1,227,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/21/1751,Rhode Island,7:5:0:0,123,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/21/1751,New York,35:7:1:3:,249:8,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/21/1751,Amboy,1,2:,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/21/1751,Brunswick,2:,4:16,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/21/1751,Trenton,2:1:,5:8,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/21/1751,Burlington,1:,1:8,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/28/1751,Boston,19:2:0:0,166,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/28/1751,Rhode Island,1,7,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/28/1751,New London,2:2:0:0,36,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,3/28/1751,New York,27:4:1:1:,132,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,4/4/1751,Boston,18:3:0:0,170:16,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,4/4/1751,New York,20:1,69:,,
243,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-243,4/4/1751,Brunswick,3,6,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/11/1751,Boston,11.1.0.0,92:16,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/11/1751,Newport,1.1.0.0,21,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/11/1751,New York,21.3.1.0,92:16,pd. 9 dwt,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/11/1751,Brunswick,3.2.,14,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/11/1751,Trenton,2.,4,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/18/1751,Boston,10:2:1:0,119,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/18/1751,Rhode Island,1,7:16,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/18/1751,New York,10:5:1:1:,90:8,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/18/1751,Brunswick,1,2,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/18/1751,New York,5:1,21,pd Bill,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/18/1751,[Brunswick],2,4,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/19/1751,Williamsburg,3:1:0:0,52:16,,
265,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-265,4/19/1751,Annapolis,4,12,Paid 9 dwt,
268,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-268,4/25/1751,Boston,11:0:1:0,98:,pd. 7 dwt.,
268,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-268,4/25/1751,New York,13:3:,63:,pd. 12:8,
268,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-268,4/25/1751,Rhode Island,:1:,14,,
268,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-268,4/25/1751,Brunswick,3:0:0:0,6,,
268,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-268,4/25/1751,New York,,6,added,
270,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-270,5/2/1751,Boston,9:0:0:0:,63,,
270,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-270,5/2/1751,New York,11:3:0:0,54,,
270,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-270,5/2/1751,Trenton,1,1:8,,
271,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-271,5/3/1751,Annapolis,2:0:0:0,6,,
272,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-272,5/9/1751,Boston,33:5:1:1:,371:16,,
272,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-272,5/9/1751,Rhode Island,4,28,,
272,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-272,5/9/1751,New York,23:2:1:0:,99:16,pd. 3,
272,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-272,5/9/1751,Amboy,2:0:1:,10:,,
272,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-272,5/9/1751,Brunswick,3,6,,
272,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-272,5/9/1751,Trenton,1,1:8,,
274,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-274,5/16/1751,Boston,9:0:0:0,62,,
274,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-274,5/16/1751,Rhode Island,3,21,,
274,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-274,5/16/1751,New London,1:1,18,,
274,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-274,5/16/1751,New York,11:4:1:1:,81,Paid 3 dwt.,
274,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-274,5/16/1751,Brunswick,5,10,,
274,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-274,5/16/1751,Williamsburg,4:2:1:0,71,forwdd. 46 dwt.,
274,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-274,5/16/1751,Annapolis,1:,3,,
276,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-276,5/23/1751,Boston,25:3:1:0,247,pd. 14,
276,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-276,5/23/1751,Rhode Island,8:1:,73:8,,
276,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-276,5/23/1751,New York,64:5:3:2,395:8,pd. 6:8 fordd. 7,
276,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-276,5/23/1751,Amboy,4,10,,
276,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-276,5/23/1751,Brunswick,1,2,,
276,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-276,5/23/1751,Trenton,3:1,6:16,,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,5/30/1751,Boston,12:2:0:0,113:8,pd. 7 dwt.,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,5/30/1751,Rhode Island,1,7,,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,5/30/1751,New York,25:9:1:4,217:16,pd. 3 dwt.,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,5/30/1751,Amboy,2:0.1:,14,pd. 2 dwt.,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,5/30/1751,Trenton,2,2:16,,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,5/30/1751,Brunswick,1,2:16,,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,5/30/1751,Williamsburg,4:1:1:1,65:16,,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,5/30/1751,Annapolis,9:1:,43:,fordd. 16,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,6/6/1751,Boston,20:0:0:0,142,Paid 14 dwt.,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,6/6/1751,Rhode Island,1:2:1:0,56,,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,6/6/1751,New York,17:3:2:,87:16,pd. 3 dwt.,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,6/6/1751,Amboy,2:1:2:,20,,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,6/6/1751,Brunswick,2:,4,,
280,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-280,6/6/1751,Burlington,1,1:8,,
283,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-283,6/13/1751,Boston,10:3:0:1,140,,
283,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-283,6/13/1751,Rhode Island,2,14,,
283,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-283,6/13/1751,New York,16:3:0:1,84,,
283,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-283,6/13/1751,Amboy,0:1:0,4,,
283,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-283,6/13/1751,Trenton,2:,3:8,,
283,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-283,6/13/1751,Burlington,1,7,forwdd.,
283,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-283,6/13/1751,Williamsburg,2,10,,
283,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-283,6/13/1751,Annapolis,9,28,forwdd. 4 dwt.,
284,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-284,6/20/1751,Boston,11:1:0:0,92,pd. 7 dwt.,
284,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-284,6/20/1751,Rhode Island,2,14,,
284,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-284,6/20/1751,New York,19:5:0:0,89,,
284,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-284,6/20/1751,Amboy,2,4,,
284,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-284,6/20/1751,Burlington,2,4,,
284,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-284,6/20/1751,Trenton,1,1:8,,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,6/27/1751,Boston,11:0:0:0,93:16,,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,6/27/1751,New York,40:4:1:0,180:8,pd. 21:8,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,6/27/1751,Rhode Island,2:0:0:0,15:8,,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,6/27/1751,Amboy,1,6:,forwdd.,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,6/27/1751,Brunswick,1,2:,pd. 2 dwt.,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,6/27/1751,Williamsburg,5:0:0:1,115,,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,6/27/1751,Annapolis,8:1:0:0,34:16,,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,6/27/1751,Chester,1,1:8,,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,7/4/1751,Boston,18:3:0:1,206:8,,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,7/4/1751,Rhode Island,3:0:0:0,21,,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,7/4/1751,New York,18:10:1:0,134:,,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,7/4/1751,Amboy,3:2:1:0,20,forwdd. 16 dwt.,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,7/4/1751,Brunswick,3,6,,
286,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-286,7/4/1751,Trenton,1,1:8,,
290,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-290,7/11/1751,Boston,14:0:1:0,119,,
290,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-290,7/11/1751,New York,26:1:1:0,96:8,pd. 3 dwt.,
290,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-290,7/11/1751,Amboy,3,6,,
290,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-290,7/11/1751,Brunswick,1,2:16,,
290,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-290,7/11/1751,Williamsburg,12:3:0:0,90,,
290,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-290,7/11/1751,Annapolis,5:1:0:0,24,forwdd. 5:8,
291,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-291,7/18/1751,Boston,10:0:0:0,70,,
291,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-291,7/18/1751,Rhode Island,1,7,,
291,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-291,7/18/1751,New York,19:3:1:0,88:16,Forwdd. 7:16,
291,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-291,7/18/1751,Amboy,1,2,,
291,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-291,7/18/1751,Brunswick,1:1:,6,,
291,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-291,7/18/1751,Burlington,1,1:8,,
292,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-292,7/25/1751,Boston,17:1:1:0,155,,
292,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-292,7/25/1751,Rhode Island,3:0:1:,42,,
292,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-292,7/25/1751,New York,31:6:3:2,195,pd. 3 dwt.,
292,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-292,7/25/1751,Trenton,3:,4,,
292,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-292,7/25/1751,Brunswick,0:1,4,,
292,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-292,7/25/1751,Amboy,1:2,10,,
292,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-292,7/25/1751,Williamsburg,5:,25,,
292,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-292,7/25/1751,Annapolis,6,18,,
292,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-292,7/25/1751,Williamsburg,0:0:0:1,25 tot,Added,
292,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-292,7/25/1751,Annapolis,9:2:1:0,48 tot,Added,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/1/1751,Boston,22.2.0.0,192:16,,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/1/1751,New York,44.13.3.3,326,pd. 6 dwt.,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/1/1751,Amboy,3.0.0.1,16,pd. 2 dwt.,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/1/1751,Brunswick,1,4,,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/8/1751,Boston,25:1:0:1,241:16,pd. 7 dwt.,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/8/1751,Rhode Island,4:1,42:16,,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/8/1751,New York,39:5:1:0,181,pd. 12:8,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/8/1751,Brunswick,1:,2,,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/8/1751,Trenton,1,1:8,,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/8/1751,Amboy,0:1,4:,,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/8/1751,Williamsburg,2:0:0:1,35,,
294,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-294,8/8/1751,Annapolis,3:0:0:0,10:8,,
297,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-297,8/15/1751,Boston,20:0:0:0,142,,
297,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-297,8/15/1751,Rhode Island,3:1:0:0,35,,
297,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-297,8/15/1751,New York,15:1:1:0,73,,
297,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-297,8/15/1751,Amboy,2,4,,
297,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-297,8/15/1751,Brunswick,2,4,,
298,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-298,8/22/1751,Boston,6:3:0:1,112:16,,
298,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-298,8/22/1751,Rhode Island,1,7:16,,
298,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-298,8/22/1751,New York,10:5:1:0,76:8,pd. 3 dwt.,
298,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-298,8/22/1751,Trenton,1,1:8,,
299,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-299,8/23/1751,Williamsburg,1:1:0:0,15 dwt.,,
299,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-299,8/23/1751,Annapolis,2:2:1:0,27,,
300,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-300,8/29/1751,Boston,29:3:0:1,274:16,,
300,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-300,8/29/1751,New York,14:5:2:2,135:8,,
300,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-300,8/29/1751,Rhode Island,5,35,,
300,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-300,8/29/1751,Amboy,3,6,,
300,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-300,8/29/1751,Brunswick,3,6:16,,
300,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-300,8/29/1751,Burlington,1,1:8,,
300,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-300,8/29/1751,Trenton,2,2:16,,
301,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-301,9/4/1751,Boston,18:3:0:0,168,pd. 7 dwt.,
301,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-301,9/4/1751,N.York,19:2:1:0,78,,
301,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-301,9/4/1751,R. Island,2,14,,
301,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-301,9/4/1751,Brunswick,1,2,,
301,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-301,9/4/1751,Trenton,2,2:16,,
301,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-301,9/4/1751,WmsBurgh,3:2:0:0,35,,
301,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-301,9/4/1751,Annapolis,1,3,pd. 3 dwt.,
303,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-303,9/12/1751,Boston,7:1:0:1,107,,
303,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-303,9/12/1751,R. Island,2:,14,,
303,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-303,9/12/1751,NYork,25:2:1:0,111:16,,
303,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-303,9/12/1751,Amboy,:1:,4,,
303,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-303,9/12/1751,Brunswick,1:1:,6,,
303,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-303,9/12/1751,Trenton,1,1:8,,
305,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-305,9/19/1751,Boston,42:4:1:0,393,,
305,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-305,9/19/1751,R. Island,4:1:1,63,,
305,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-305,9/19/1751,NYork,48: 6:2:0,223,pd. 3 dwt.,
305,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-305,9/19/1751,Amboy,4:1,12,,
305,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-305,9/19/1751,Brunswick,4:2:,24,,
306,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-306,9/20/1751,WmsBurgh,9:4:1:1:,133,,
306,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-306,9/20/1751,Annapolis,4:1:-:1,18,pd. 3 dwt.,
306,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-306,9/20/1751,Mastles,:1:,4:,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,9/26/1751,Boston,23:1:0:0,180:,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,9/26/1751,R. Island,9:0:0:0,63:16,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,9/26/1751,N. London,4:0:0:0,24:,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,9/26/1751,NYork,29:4:1:1:,139:16,pd. 3 dwt.,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,9/26/1751,Amboy,1:0:0:0,2:,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,9/26/1751,Brunswick,2:-:-:-,4:16,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,10/3/1751,Boston,20:1:1:0,178:8,pd. 7 dwt.,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,10/3/1751,R. Island,1:1:0:0,21,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,10/3/1751,New London,4,24,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,10/3/1751,NYork,66:11:3:1:,345:8,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,10/3/1751,Brunswick,1:,12:16,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,10/3/1751,Trenton,2,2:16,,
307,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-307,10/3/1751,Burlington,10,20:16,,
309,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-309,10/4/1751,Newport,8:0:1:0,60.8,,
309,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-309,10/4/1751,Annapolis,5:1:0:0,21,,
309,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-309,10/4/1751,New Castle,1:1:-:-,6,,
309,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-309,10/4/1751,Chester,1,1:8,,
310,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-310,10/10/1751,Boston,25:0:0:1,224,pd. 7 dwt.,
310,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-310,10/10/1751,R. Island,1,7,,
310,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-310,10/10/1751,New London,2,12,,
310,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-310,10/10/1751,New York,34:5:1:0,157.16,pd. 3 dwt.,
310,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-310,10/10/1751,Amboy,6:1,20,,
310,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-310,10/10/1751,Brunswick,3,8,,
310,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-310,10/10/1751,Trenton,2:1,4.16,,
310,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-310,10/17/1751,WmsBurgh,4:0:0:1,142.16,,
310,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-310,10/17/1751,Annapolis,4:0:1:-,21,,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/17/1751,Boston,20:2:0:0,182:8 ,pd. 7 dwt.,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/17/1751,R. Island,2:1,50:8,,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/17/1751,NYork,26:1:0:-,93:16,pd. 6:8,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/17/1751,Brunswick,4:0:0:2,26,,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/17/1751,Amboy,2,4,,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/17/1751,Trenton,1,15,forwarded,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/24/1751,Boston,27:3:0:0,236:16,pd. 28 dwt.,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/24/1751,NYork,26:2,113:8,,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/24/1751,R. Island,5,35,,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/24/1751,Amboy,1,2:16,,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/24/1751,Brunswick,2,4,,
312,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-312,10/24/1751,Burlington,1,2,,
